HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.release_year,Input.exp_release_date,Input.developer,Input.esrb,Input.rating,Input.genres,Input.player_perspective,Input.has_multiplayer,Input.platforms,Input.available_on_steam,Input.has_linux_release,Input.has_mac_release,Answer.feedback,Answer.utterance,Approve,Reject
32FESTC2NHBLHRTXVNDZQVOTPXOUC6,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3C44YUNSI2BLGYP94ZEIOFF2PRNPDH,A33G1EEP3ZVBPL,Submitted,Thu May 02 12:20:54 PDT 2019,Thu May 02 12:23:10 PDT 2019,Fri May 17 12:23:10 PDT 2019,,,,136,100% (15/15),100% (15/15),100% (15/15),<b>The Witcher 3: Wild Hunt</b>,,,,,,"Genres: <b>action-adventure, role-playing</b>",,,Platform: <b>Xbox</b>,,,,,"Since you seem to be a fan of action-adventure and role games on Xbox platform, I thought you might like The Witcher 3: Wild Hunt too. Have you heard about the game?",,
32FESTC2NHBLHRTXVNDZQVOTPXOUC6,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3F6HPJW4JEMOXXOUJW8WKQWULCK2WT,A1MW021IG07IMF,Submitted,Sat May 04 22:34:49 PDT 2019,Sat May 04 22:35:21 PDT 2019,Sun May 19 22:35:21 PDT 2019,,,,32,100% (404/404),100% (404/404),100% (246/246),<b>The Witcher 3: Wild Hunt</b>,,,,,,"Genres: <b>action-adventure, role-playing</b>",,,Platform: <b>Xbox</b>,,,,,A good action-adventure RPG for the Xbox is The Witcher 3: Wild Hunt. Have you ever played it?,,
3IJ95K7NDXXL3DPT08XW2RHEFTNNGH,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3IXEICO7935KNH31BTFONJ67XN3T6A,A1MW021IG07IMF,Submitted,Sat May 04 22:54:43 PDT 2019,Sat May 04 22:55:27 PDT 2019,Sun May 19 22:55:27 PDT 2019,,,,44,100% (404/404),100% (404/404),100% (246/246),<b>The Witcher 3: Wild Hunt</b>,,,,ESRB content rating: <b>M (for Mature)</b>,,,Player perspective: <b>third person</b>,,,,,,,"If you're looking for a gritty third person game with an M rating, The Witcher 3: Wild Hunt is an option. Have you heard of it?",,
3IJ95K7NDXXL3DPT08XW2RHEFTNNGH,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3LUY3GC630M5ZPOZDMBWON563H17PP,A33G1EEP3ZVBPL,Submitted,Thu May 02 13:17:54 PDT 2019,Thu May 02 13:18:59 PDT 2019,Fri May 17 13:18:59 PDT 2019,,,,65,100% (15/15),100% (15/15),100% (15/15),<b>The Witcher 3: Wild Hunt</b>,,,,ESRB content rating: <b>M (for Mature)</b>,,,Player perspective: <b>third person</b>,,,,,,,A thrid-person M-rated game that I enjoyed was The Witcher 3: Wild Hunt. Have you played it?,,
3T6EIBTM9L9D93I1540HKZMBIRBAA8,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,36DSNE9QZ6KGYKD0ZVNE2D5PJNOJO5,A1WYMR7MGOCO83,Submitted,Tue Apr 30 03:10:24 PDT 2019,Tue Apr 30 03:16:47 PDT 2019,Wed May 15 03:16:47 PDT 2019,,,,383,100% (9/9),100% (9/9),100% (9/9),<b>The Witcher 3: Wild Hunt</b>,,,,,,,,Has multiplayer: <b>no</b>,Platform: <b>Xbox</b>,,,,,The Witcher 3: Wild Hunt on Xbox doesn't need multiplayer because of it's engaging story. Have you played it?,,
3T6EIBTM9L9D93I1540HKZMBIRBAA8,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,3XIQGXAUMDUA8YQQZDLDI0R93XG7XF,A1MW021IG07IMF,Submitted,Wed Apr 24 21:45:29 PDT 2019,Wed Apr 24 21:49:25 PDT 2019,Thu May 09 21:49:25 PDT 2019,,,,236,100% (404/404),100% (404/404),100% (246/246),<b>The Witcher 3: Wild Hunt</b>,,,,,,,,Has multiplayer: <b>no</b>,Platform: <b>Xbox</b>,,,,,I know you like single player games you can play on the Xbox. Have you played The Witcher 3: Wild Hunt?,,
335HHSX8CDQQHXTRVK1BRMHLGPYDHO,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sat Apr 27 00:59:22 PDT 2019,,,31QNSG6A5SFKTXPIR59L21AGCOI87J,A1MW021IG07IMF,Submitted,Wed Apr 24 22:07:06 PDT 2019,Wed Apr 24 22:07:51 PDT 2019,Thu May 09 22:07:51 PDT 2019,,,,45,100% (404/404),100% (404/404),100% (246/246),<b>The Witcher 3: Wild Hunt</b>,Year: <b>2015</b>,,,,,"Genres: <b>action-adventure, role-playing</b>",,,,,,,,A fun action-adventure RPG released in 2015 was The Witcher 3: Wild Hunt. Have you ever played it?,,
335HHSX8CDQQHXTRVK1BRMHLGPYDHO,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sat Apr 27 00:59:22 PDT 2019,,,3MB8LZR5BGF33JGL4O7YBB183LBLK9,A2ITJNPW1LDUN7,Submitted,Fri Apr 26 09:45:31 PDT 2019,Fri Apr 26 09:46:16 PDT 2019,Sat May 11 09:46:16 PDT 2019,,,,45,100% (334/334),100% (334/334),100% (277/277),<b>The Witcher 3: Wild Hunt</b>,Year: <b>2015</b>,,,,,"Genres: <b>action-adventure, role-playing</b>",,,,,,,,"Are you familiar with The Witcher 3: Wild Hunt? It's this hidden gem from 2015, a marvelous action-adventure role playing ga.e",,
3YZ7A3YHR5EK3TSER8VRXO0VCJHS5G,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:22 PDT 2019,,,3E1QT0TDFQVHIH6EAWDITQ0PQ4Y8IJ,A1MW021IG07IMF,Submitted,Wed Apr 24 22:17:24 PDT 2019,Wed Apr 24 22:19:31 PDT 2019,Thu May 09 22:19:31 PDT 2019,,,,127,100% (404/404),100% (404/404),100% (246/246),<b>F1 2014</b>,,,,,,"Genres: <b>driving/racing, simulation, sport</b>",,,Platform: <b>PC</b>,,,,,"You mentioned liking driving/racing sport simulators that you can play on the PC, have you heard of F1 2014?",,
3YZ7A3YHR5EK3TSER8VRXO0VCJHS5G,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:22 PDT 2019,,,3Q5ZZ9ZEVP156TBZ3CUO4HWKLPV85Q,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 13:06:29 PDT 2019,Thu Apr 25 13:06:43 PDT 2019,Fri May 10 13:06:43 PDT 2019,,,,14,100% (334/334),100% (334/334),100% (277/277),<b>F1 2014</b>,,,,,,"Genres: <b>driving/racing, simulation, sport</b>",,,Platform: <b>PC</b>,,,,,You like PC driving simulaiton sports games? Do you know of F1 2014 ?,,
3M0556243S5FPDTYPOREK6H2EENFNA,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sat Apr 27 00:59:22 PDT 2019,,,3GFK2QRXXA3GWU7H1FAUIXZ63PLW52,A1MW021IG07IMF,Submitted,Wed Apr 24 21:59:01 PDT 2019,Wed Apr 24 21:59:38 PDT 2019,Thu May 09 21:59:38 PDT 2019,,,,37,100% (404/404),100% (404/404),100% (246/246),<b>F1 2014</b>,,,,,,,Player perspective: <b>third person</b>,,,Available on Steam: <b>yes</b>,,,,A third person game on Steam that I enjoyed lately is F1 2014. Have you heard of it?,,
3M0556243S5FPDTYPOREK6H2EENFNA,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sat Apr 27 00:59:22 PDT 2019,,,3S3AMIZX3VR2M9G5ZUSC4FGVP3ZDC7,A2ITJNPW1LDUN7,Submitted,Fri Apr 26 09:40:36 PDT 2019,Fri Apr 26 09:43:55 PDT 2019,Sat May 11 09:43:55 PDT 2019,,,,199,100% (334/334),100% (334/334),100% (277/277),<b>F1 2014</b>,,,,,,,Player perspective: <b>third person</b>,,,Available on Steam: <b>yes</b>,,,,Have you heard of F1 2014? It's a third person game on stea.,,
3YLTXLH3DFRZ6UWH0TS6RGYAU81HP6,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,39U1BHVTDMDLQYGJSRHQGGUNNW1T34,A1MW021IG07IMF,Submitted,Sat May 04 22:51:47 PDT 2019,Sat May 04 22:52:21 PDT 2019,Sun May 19 22:52:21 PDT 2019,,,,34,100% (404/404),100% (404/404),100% (246/246),<b>F1 2014</b>,,,,,,"Genres: <b>driving/racing, simulation, sport</b>",,Has multiplayer: <b>yes</b>,,,,,,"If you want a driving/racing sport simulator with multiplayer, F1 2014 is an option. Are you familiar with it?",,
35YHTYFL1GOSXI27RFD5UNBF10ZFV4,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3LRLIPTPERVM70PH7XI82XLXA54AK1,A1ELPYAFO7MANS,Approved,Tue May 07 19:55:20 PDT 2019,Tue May 07 19:55:58 PDT 2019,Sun May 12 19:55:58 PDT 2019,Tue May 07 21:25:12 PDT 2019,,,38,100% (153/153),100% (153/153),100% (126/126),<b>F1 2014</b>,,,,,,"Genres: <b>driving/racing, simulation, sport</b>",,Has multiplayer: <b>yes</b>,,,,,,"Since you like sport games, have you played the multiplayer driving/racing simulation game F1 2014?",,
3QI9WAYOGQWGMXSSWR5WPUEV8ESS6W,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,34S9DKFK74BOBO8NKGO4XBK86FNYNQ,A1WYMR7MGOCO83,Submitted,Mon Apr 29 21:16:39 PDT 2019,Mon Apr 29 21:24:44 PDT 2019,Tue May 14 21:24:44 PDT 2019,,,,485,100% (9/9),100% (9/9),100% (9/9),<b>F1 2014</b>,,,Developer: <b>Codemasters Birmingham</b>,,,,,,,Available on Steam: <b>yes</b>,,,,F1 2014 from Codemasters Birmingham is a good one that you can get on Steam.  Have you checked it out?,,
3QI9WAYOGQWGMXSSWR5WPUEV8ESS6W,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,3TY7ZAOG5G6Q6NRZFVLFDR9KZA10KP,A1MW021IG07IMF,Submitted,Wed Apr 24 21:56:33 PDT 2019,Wed Apr 24 21:58:35 PDT 2019,Thu May 09 21:58:35 PDT 2019,,,,122,100% (404/404),100% (404/404),100% (246/246),<b>F1 2014</b>,,,Developer: <b>Codemasters Birmingham</b>,,,,,,,Available on Steam: <b>yes</b>,,,,"I know Codemasters Birmingham has some games released on Steam, such as F1 2014. Have you heard of that one?",,
31N9JPQXIP3Z39K4KEFENRTFUT0NHG,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3X31TUMD7Y81XIUZWE1G6W59VZY1LE,A1MW021IG07IMF,Submitted,Sat May 04 21:58:39 PDT 2019,Sat May 04 21:59:17 PDT 2019,Sun May 19 21:59:17 PDT 2019,,,,38,100% (404/404),100% (404/404),100% (246/246),<b>F1 2014</b>,,,,,,"Genres: <b>driving/racing, simulation, sport</b>",Player perspective: <b>third person</b>,,,,,,,A third person driving/racing sport simulator I enjoyed was F1 2014. Have you played it before?,,
3PEG1BH7AECO4QWFN9D29O9D640BKW,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,379J5II41P20HJOB82WVDGO3KK8LEB,A1ELPYAFO7MANS,Approved,Tue May 07 20:02:31 PDT 2019,Tue May 07 20:31:05 PDT 2019,Sun May 12 20:31:05 PDT 2019,Tue May 07 21:25:12 PDT 2019,,,1714,100% (153/153),100% (153/153),100% (126/126),<b>F1 2014</b>,,,,,,"Genres: <b>driving/racing, simulation, sport</b>",Player perspective: <b>third person</b>,,,,,,,I know you like driving/racing sport simulation games. Have you heard of the third person game F1 2014?,,
3QREJ3J433I0HZIREM2WNR5IHF4KLF,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,32UTUBMZ7HI56LOLCFWBZHGK637VBC,A1ELPYAFO7MANS,Submitted,Tue Apr 23 18:03:30 PDT 2019,Tue Apr 23 18:10:46 PDT 2019,Wed May 08 18:10:46 PDT 2019,,,,436,100% (100/100),100% (100/100),100% (73/73),<b>Outlast II</b>,Year: <b>2017</b>,,,,,"Genres: <b>adventure, indie</b>",,,,,,,"Honestly, if you paid more for these, along the lines of 12-15 cents each, I'd be much more enthusiastic about doing them. Right now I'm just doing them while I'm waiting for better things to do. I'm doing quality work and giving my full effort, but I'd be willing to focus on them as my main work activity if they paid more.","Since you like adventure games, I wonder if you've tried out the indie game Outlast II that was released in 2017?",,
3QREJ3J433I0HZIREM2WNR5IHF4KLF,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,3A7Y0R2P2PA3STRS0MAALQWIWB8XJ8,A33G1EEP3ZVBPL,Submitted,Thu May 02 13:13:02 PDT 2019,Thu May 02 13:14:11 PDT 2019,Fri May 17 13:14:11 PDT 2019,,,,69,100% (15/15),100% (15/15),100% (15/15),<b>Outlast II</b>,Year: <b>2017</b>,,,,,"Genres: <b>adventure, indie</b>",,,,,,,,"A 2017 adventure, indie game that I enjoyed was Outlast II. Have you played it?",,
3R0WOCG21MUVMJZBVJ8AA16BAX0UD6,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:22 PDT 2019,,,39ASUFLU6YTVHD50MLZJOAJQPQYEXY,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:28:25 PDT 2019,Thu Apr 25 12:28:37 PDT 2019,Fri May 10 12:28:37 PDT 2019,,,,12,100% (334/334),100% (334/334),100% (277/277),<b>Outlast II</b>,Year: <b>2017</b>,,,,,,Player perspective: <b>first person</b>,,,,,,,"Do you like first person games? If so, i think you'd like 2017's Outlast II.",,
3R0WOCG21MUVMJZBVJ8AA16BAX0UD6,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:22 PDT 2019,,,3SITXWYCNWVXAATGCUXTN2D5MNHBXF,A1MW021IG07IMF,Submitted,Wed Apr 24 22:04:49 PDT 2019,Wed Apr 24 22:05:34 PDT 2019,Thu May 09 22:05:34 PDT 2019,,,,45,100% (404/404),100% (404/404),100% (246/246),<b>Outlast II</b>,Year: <b>2017</b>,,,,,,Player perspective: <b>first person</b>,,,,,,,A first person game released in 2017 that I enjoyed was Outlast II. Have you heard of it before?,,
34ZTTGSNJX9K66XW067VRLOKZ4NHQX,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sat Apr 27 00:59:22 PDT 2019,,,36WLNQG780WO4A2ZHP71ZDSY685BEN,A1ELPYAFO7MANS,Submitted,Tue Apr 23 18:10:46 PDT 2019,Tue Apr 23 18:13:02 PDT 2019,Wed May 08 18:13:02 PDT 2019,,,,136,100% (100/100),100% (100/100),100% (73/73),<b>Outlast II</b>,Year: <b>2017</b>,,Developer: <b>Red Barrels</b>,,,,,,,,,,,"Since you're into newer games, have you heard of Outlast II by Red Barrels?",,
34ZTTGSNJX9K66XW067VRLOKZ4NHQX,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sat Apr 27 00:59:22 PDT 2019,,,3HWRJOOET6ONLWJ1SBTWP22YBINSEA,A2ITJNPW1LDUN7,Submitted,Fri Apr 26 09:46:54 PDT 2019,Fri Apr 26 09:47:10 PDT 2019,Sat May 11 09:47:10 PDT 2019,,,,16,100% (334/334),100% (334/334),100% (277/277),<b>Outlast II</b>,Year: <b>2017</b>,,Developer: <b>Red Barrels</b>,,,,,,,,,,,"Do you know about Outlast II? It's this great survival horror game from Red Barrels, that launched in 2017.",,
375VMB7D4J4QDS4B12JWRYI0G2DDIH,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:22 PDT 2019,,,3CN4LGXD5YA2PGYH2B98Y2E8E1T4Y7,A1MW021IG07IMF,Submitted,Wed Apr 24 22:03:18 PDT 2019,Wed Apr 24 22:03:51 PDT 2019,Thu May 09 22:03:51 PDT 2019,,,,33,100% (404/404),100% (404/404),100% (246/246),<b>Outlast II</b>,,,Developer: <b>Red Barrels</b>,,,,,,Platform: <b>Nintendo Switch</b>,,,,,"Speaking of the Nintendo Switch games made by Red Barrels, have you heard of Outlast II?",,
375VMB7D4J4QDS4B12JWRYI0G2DDIH,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:22 PDT 2019,,,3LYA37P8IR9RQAU9DBI4X853QK6BK6,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:27:04 PDT 2019,Thu Apr 25 12:27:28 PDT 2019,Fri May 10 12:27:28 PDT 2019,,,,24,100% (334/334),100% (334/334),100% (277/277),<b>Outlast II</b>,,,Developer: <b>Red Barrels</b>,,,,,,Platform: <b>Nintendo Switch</b>,,,,,You have a nintendo switch right? And you're a fan of Red Barrels? You should try out Outlast II,,
3RSBJ6YZECBX7YTAQ3RRZVH74OSFOP,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,3CFJTT4SXUCDI31V0RLCFQ4UFQR7I6,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:37:10 PDT 2019,Thu Apr 25 12:37:24 PDT 2019,Fri May 10 12:37:24 PDT 2019,,,,14,100% (334/334),100% (334/334),100% (277/277),<b>Outlast II</b>,,,,,,"Genres: <b>adventure, indie</b>",Player perspective: <b>first person</b>,,,,,,,Are you familiar with Outlast II? it's this great first person indie adventure game.,,
3RSBJ6YZECBX7YTAQ3RRZVH74OSFOP,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,3L70J4KAZH8ETUJ7FGWLYKQ7PKMDAH,A1WYMR7MGOCO83,Submitted,Mon Apr 29 21:24:44 PDT 2019,Mon Apr 29 21:26:39 PDT 2019,Tue May 14 21:26:39 PDT 2019,,,,115,100% (9/9),100% (9/9),100% (9/9),<b>Outlast II</b>,,,,,,"Genres: <b>adventure, indie</b>",Player perspective: <b>first person</b>,,,,,,,An indie adventure title worth checking out is Outlast II. You like first person perspective don't you?,,
